order_id;Tanggal_Order;Waktu_Pesan;Nama_Pemesan;No_Resi;Produk;Kategori;Jumlah_Pesanan;Harga;Diskon;Total_Harga;Profit;Kota_Pengiriman - Media_Pemesanan;Admin_Proses;Ekspedisi;Rating
odr4098;07/07/2018;23:35:56;Vernen Tal;64376-630;Oversized T-Shirt;;5;;;;;Jakarta - Shopee;Nami;Shopee Express;2
odr4099;15/07/2018;11:32:44;Nelie Rorke;37205-138;T-Shirt;;3;;16;;;Tangerang - Website;Elon;POS Indonesia;1
odr4100;02/07/2018;04:45:10;Fayre Mancer;46017-022;Oversized T-Shirt;;15;;25;;;Yogyakarta - Whatsapp;Abraham;POS Indonesia;5
odr4101;13/07/2018;18:11:43;Gennie Newson;49288-0671;Sweater;;16;;7;;;Bogor - Lazada;Wanokuni;Tiki;1
odr4102;18/07/2018;04:34:48;Mandi Dmytryk;54575-953;Cargo Pants;;9;;15;;;Semarang - Shopee;Rizal;JNT;2
odr4103;26/07/2018;02:33:10;Parker Sallowaye;0591-5620;Oversized T-Shirt;;7;;;;;Bogor - Instagram;Jeff;JNT;2
odr4104;07/07/2018;16:31:23;Claudelle Emes;41520-393;Parka Jackets;;8;;33;;;Yogyakarta - Instagram;Jeff;Tiki;2
odr4105;20/07/2018;05:24:47;Engelbert Benmore;60505-3693;Mug;;9;;;;;Depok - Instagram;Jeff;JNE;2
odr4106;06/07/2018;21:27:26;Cacilia Stainton;49349-628;Oversized T-Shirt;;23;;;;;Bandung - Whatsapp;Jeff;Shopee Express;2
odr4107;20/07/2018;07:38:06;Wilmar Lindman;42507-318;T-Shirt;;16;;;;;Jakarta - FB Marketplace;Mark;Wahana;3
odr4108;30/07/2018;03:59:06;Prudy Ollington;52533-146;Oversized T-Shirt;;18;;26;;;Bogor - Tiktok;Nami;JNE;1
odr4109;01/07/2018;10:09:50;Kattie Rantoul;68387-241;;;19;;8;;;Bandung - Tiktok;Mark;Wahana;5
odr4110;24/07/2018;21:13:47;Silvan Worshall;59538-002;Cargo Pants;;4;;;;;Yogyakarta - Shopee;Elon;Tiki;3
odr4111;24/07/2018;03:17:45;Kath Argyle;65044-2311;T-Shirt;;3;;;;;Jakarta - Shopee;Nami;Wahana;2
odr4112;04/07/2018;09:15:47;Kendell Folan;54868-0908;Cargo Pants;;21;;;;;Jakarta - Instagram;Elon;Wahana;3
odr4113;05/07/2018;08:13:02;Lyman Caroli;61919-459;;;13;;;;;Yogyakarta - Instagram;Wanokuni;Tiki;2
odr4114;29/07/2018;11:19:10;Chelsae Faughnan;0378-3122;Oversized T-Shirt;;18;;;;;Semarang - Website;Jeff;JNT;4
odr4115;25/07/2018;16:03:01;Adolphe Dyne;41250-836;Sweater;;15;;6;;;Depok - Whatsapp;Elon;JNE;5
odr4116;13/07/2018;07:47:42;Oralla Gales;64117-132;Cargo Pants;;21;;27;;;Jakarta - Website;Nami;;5
odr4117;28/07/2018;02:54:11;Penn Linguard;10742-8236;T-Shirt;;11;;;;;Yogyakarta - Lazada;Rizal;POS Indonesia;5
odr4118;11/07/2018;21:11:12;Eustace Gay;50017-020;Topi;;20;;13;;;Bali - Whatsapp;Rizal;POS Indonesia;3
odr4119;14/07/2018;02:33:31;Matilda Fortman;0603-7805;Parka Jackets;;8;;27;;;Semarang - FB Marketplace;Mark;JNT;3
odr4120;13/07/2018;16:13:28;Cyb Schiersch;76328-223;Parka Jackets;;15;;;;;Semarang - Instagram;Jeff;JNE;5
odr4121;26/07/2018;03:07:03;Cyrille Emlyn;37012-089;T-Shirt;;6;;;;;Semarang - Whatsapp;Mark;Tiki;5
odr4122;09/07/2018;17:58:09;Frieda Spaule;54868-4379;T-Shirt;;5;;;;;Semarang - Tiktok;Mark;JNT;3
odr4123;28/07/2018;21:13:59;Friedrick Quick;61919-404;Oversized T-Shirt;;20;;15;;;Semarang - Tiktok;Abraham;JNE;4
odr4124;16/07/2018;00:18:06;Trefor Pumphrey;10742-8130;T-Shirt;;4;;9;;;Bogor - Whatsapp;Nami;POS Indonesia;1
odr4125;16/07/2018;11:12:16;Reece Tetley;63629-1607;Parka Jackets;;3;;;;;;Rizal;Tiki;4
odr4126;22/07/2018;06:20:43;Kath Argyle;36987-1852;T-Shirt;;4;;;;;Bali - Website;Nami;SiCepat;1
odr4127;29/07/2018;07:05:30;Brena Pietz;0615-5548;T-Shirt;;18;;10;;;;Nami;POS Indonesia;3
odr4128;16/07/2018;07:19:56;Del Cuerdale;59088-114;Oversized T-Shirt;;10;;11;;;Bandung - Whatsapp;Abraham;POS Indonesia;3
odr4129;18/07/2018;05:07:44;Danya Parnell;68382-077;T-Shirt;;15;;;;;Yogyakarta - Whatsapp;Rizal;Tiki;4
odr4130;20/07/2018;15:03:32;Tessy Meikle;49738-829;Parka Jackets;;14;;;;;Bogor - Whatsapp;Rizal;Wahana;4
odr4131;03/07/2018;13:07:52;Benjy Easen;68084-358;T-Shirt;;20;;;;;Bandung - Instagram;Rizal;SiCepat;1
odr4132;20/07/2018;13:13:50;Thayne Haith;56062-279;Oversized T-Shirt;;17;;;;;Bogor - Tokopedia;Elon;POS Indonesia;1
odr4133;18/07/2018;18:53:21;Gayle Pancoast;52686-284;Cargo Pants;;17;;;;;Bandung - FB Marketplace;Mark;Tiki;5
odr4134;23/07/2018;12:57:30;Eustace Gay;57520-0428;T-Shirt;;23;;14;;;Tangerang - Lazada;Wanokuni;;4
odr4135;28/07/2018;14:44:15;Rickard Holtom;0268-6691;T-Shirt;;23;;;;;Bandung - Lazada;Nami;;4
odr4136;11/07/2018;03:53:08;Claiborn Rickard;52584-665;;;12;;;;;Semarang - Lazada;Jeff;POS Indonesia;4
odr4137;17/07/2018;14:01:56;Romonda Basnett;0067-3999;Cargo Pants;;23;;;;;Bali - Tiktok;Mark;JNE;2
odr4138;19/07/2018;17:53:17;Cristian McAirt;63323-665;Parka Jackets;;18;;29;;;Bandung - Lazada;Nami;Tiki;1
odr4139;23/07/2018;22:33:47;Laurens Ivanyushin;55319-900;Parka Jackets;;3;;12;;;Semarang - Lazada;Mark;Tiki;4
odr4140;16/07/2018;16:42:57;Artur Hartness;55749-002;Topi;;19;;13;;;Bali - Tiktok;Elon;Shopee Express;2
odr4141;16/07/2018;21:44:41;Rudyard Goodier;44911-0118;Parka Jackets;;1;;;;;Jakarta - Shopee;Elon;Wahana;1
odr4142;17/07/2018;18:00:22;Hollie Chitson;68026-524;Oversized T-Shirt;;2;;8;;;Tangerang - Lazada;Elon;POS Indonesia;4
odr4143;16/07/2018;07:22:35;Dilly Cleiment;54569-0305;T-Shirt;;15;;;;;Semarang - Shopee;Jeff;SiCepat;2
odr4144;13/07/2018;10:31:15;Herb Grigoliis;41167-0574;Cargo Pants;;20;;;;;Tangerang - FB Marketplace;Elon;SiCepat;5
odr4145;21/07/2018;01:52:27;Cinderella Garralts;0024-5850;Cargo Pants;;10;;;;;;Abraham;Tiki;3
odr4146;15/07/2018;17:25:57;Lanny Cunnington;51655-877;T-Shirt;;22;;;;;Bogor - Lazada;Elon;;3
odr4147;05/07/2018;11:56:41;Dot Riggoll;55315-227;Oversized T-Shirt;;3;;;;;Bogor - Instagram;Wanokuni;;3
odr4148;08/07/2018;06:45:03;Joline Tromans;0615-7555;Oversized T-Shirt;;2;;;;;Bandung - Lazada;Nami;Shopee Express;5
odr4149;10/07/2018;03:25:29;Caralie Gyenes;0023-8694;Parka Jackets;;19;;35;;;Bandung - Instagram;Mark;POS Indonesia;1
odr4150;24/07/2018;02:15:40;Vern Emeny;60505-2998;T-Shirt;;1;;;;;Yogyakarta - Whatsapp;Nami;POS Indonesia;5
odr4151;15/07/2018;09:50:04;Jeanelle Nairne;53345-013;T-Shirt;;10;;10;;;Bogor - Website;Jeff;JNT;5
odr4152;01/07/2018;15:13:31;Leighton Cowoppe;0268-0037;Oversized T-Shirt;;24;;;;;Bali - Website;Elon;Tiki;5
odr4153;15/07/2018;06:34:35;Gratiana Plum;0268-0809;T-Shirt;;13;;;;;Bogor - Shopee;Wanokuni;;3
odr4154;08/07/2018;06:43:42;Arny Milbourn;0049-0116;T-Shirt;;22;;;;;Bogor - Instagram;Wanokuni;JNE;1
odr4155;26/07/2018;14:55:46;Kaleena Ziehm;0517-9310;Parka Jackets;;16;;;;;Depok - Whatsapp;Jeff;Wahana;4
odr4156;18/07/2018;02:50:52;Mahalia Sapir;42952-203;Oversized T-Shirt;;24;;21;;;Jakarta - Tiktok;Wanokuni;POS Indonesia;4
odr4157;03/07/2018;03:11:07;Ellene Catt;51346-028;T-Shirt;;10;;13;;;Depok - Whatsapp;Rizal;SiCepat;2
odr4158;25/07/2018;02:27:56;Shandie Halshaw;0007-4894;Topi;;20;;28;;;Bandung - Tiktok;Elon;Wahana;1
odr4159;28/07/2018;00:55:47;Moina Durant;59779-378;Cargo Pants;;22;;;;;Bali - Website;Elon;Wahana;4
odr4160;03/07/2018;02:56:48;Jennine Sandhill;41250-181;Oversized T-Shirt;;22;;33;;;Tangerang - Tiktok;Jeff;JNT;3
odr4161;02/07/2018;20:32:23;Putnem Petracci;43269-864;Cargo Pants;;15;;;;;Jakarta - FB Marketplace;Elon;Tiki;4
odr4162;04/07/2018;12:32:29;Maurita Linnemann;61715-086;T-Shirt;;12;;;;;Tangerang - FB Marketplace;Rizal;JNT;4
odr4163;11/07/2018;06:13:59;Othelia Yerbury;68084-057;Parka Jackets;;16;;;;;Yogyakarta - Tiktok;Nami;JNT;3
odr4164;15/07/2018;20:21:10;Lexie Marple;10812-343;Oversized T-Shirt;;22;;16;;;;Mark;Wahana;1
odr4165;25/07/2018;21:04:44;Lucio Favell;62037-698;Cargo Pants;;15;;26;;;Bali - Whatsapp;Mark;;4
odr4166;13/07/2018;20:21:19;Lek Benet;42291-531;Parka Jackets;;20;;;;;Bogor - Instagram;Nami;Shopee Express;4
odr4167;28/07/2018;14:07:08;Ruprecht Osment;64942-1268;Mug;;4;;17;;;Tangerang - Whatsapp;Rizal;;4
odr4168;11/07/2018;04:34:14;Rona Kindon;57520-0640;Parka Jackets;;9;;28;;;Semarang - Whatsapp;Mark;POS Indonesia;1
odr4169;05/07/2018;16:20:34;Chen Phillips;53746-957;T-Shirt;;9;;32;;;Tangerang - Whatsapp;Wanokuni;POS Indonesia;1
odr4170;04/07/2018;01:05:21;Theresina Marflitt;0409-7113;Oversized T-Shirt;;12;;20;;;Tangerang - Instagram;Abraham;Shopee Express;4
odr4171;08/07/2018;05:41:36;Anette Folbige;61957-1044;Oversized T-Shirt;;22;;;;;;Abraham;Shopee Express;1
odr4172;09/07/2018;00:20:10;Leighton Cowoppe;10237-659;Oversized T-Shirt;;6;;;;;Depok - Instagram;Jeff;Tiki;1
odr4173;21/07/2018;16:16:32;Jessalin Chawner;11118-1100;Mug;;19;;;;;Depok - Shopee;Wanokuni;Shopee Express;3
odr4174;16/07/2018;01:56:16;Gipsy Marchetti;54569-1047;Parka Jackets;;9;;;;;Depok - Lazada;Elon;Wahana;3
odr4175;06/07/2018;07:36:29;Vonni Pavese;0781-3132;Sweater;;11;;;;;Bali - Tokopedia;Rizal;Wahana;4
odr4176;09/07/2018;12:34:59;Cal Goretti;51079-323;Parka Jackets;;14;;;;;Tangerang - Lazada;Mark;Tiki;5
odr4177;14/07/2018;01:58:12;Janean Jiru;0085-0314;Oversized T-Shirt;;20;;;;;Depok - FB Marketplace;Mark;POS Indonesia;5
odr4178;04/07/2018;15:37:17;Xylia Lanbertoni;49288-0082;Parka Jackets;;19;;26;;;Semarang - Lazada;Wanokuni;Shopee Express;5
odr4179;10/07/2018;16:30:42;Stacy Piechnik;0904-2154;Mug;;7;;18;;;Tangerang - Tokopedia;Nami;JNE;3
odr4180;06/07/2018;21:26:46;Mandel Dybbe;42361-022;Sweater;;8;;;;;Semarang - Tokopedia;Wanokuni;JNE;3
odr4181;05/07/2018;07:26:56;Clara Francescuzzi;50964-110;Topi;;8;;;;;Yogyakarta - Instagram;Jeff;;4
odr4182;06/07/2018;13:50:36;Terrance Driffe;0113-0463;Cargo Pants;;23;;;;;Tangerang - Website;Rizal;POS Indonesia;2
odr4183;17/07/2018;21:40:02;Marcelia Sewley;37205-571;Mug;;2;;;;;Yogyakarta - Website;Rizal;JNE;5
odr4184;07/07/2018;23:52:21;Simonne Matuska;42549-660;T-Shirt;;1;;16;;;Tangerang - Lazada;Abraham;Shopee Express;2
odr4185;23/07/2018;22:11:49;Nollie Isenor;49781-118;Mug;;16;;;;;Bogor - Website;Rizal;POS Indonesia;2
odr4186;08/07/2018;22:54:30;Meade Clawe;10565-076;T-Shirt;;20;;;;;Depok - Whatsapp;Jeff;SiCepat;3
odr4187;19/07/2018;03:44:06;Rosene Bryce;0904-1453;T-Shirt;;9;;7;;;Bogor - Website;Wanokuni;Shopee Express;1
odr4188;09/07/2018;01:57:34;Babb Nolleau;63739-803;Topi;;23;;6;;;Yogyakarta - Tiktok;Mark;SiCepat;2
odr4189;09/07/2018;17:40:44;Stesha O'Fallowne;0378-6070;Sweater;;14;;22;;;;Abraham;;3
odr4190;16/07/2018;05:06:20;Edi Heditch;53329-671;T-Shirt;;5;;;;;Bogor - Shopee;Wanokuni;SiCepat;5
odr4191;23/07/2018;02:48:12;Wright Saffle;37205-295;Cargo Pants;;20;;;;;Yogyakarta - Whatsapp;Rizal;POS Indonesia;4
odr4192;26/07/2018;14:32:05;Brendon Sloan;51079-779;;;10;;;;;Bogor - Whatsapp;Wanokuni;JNE;3
odr4193;20/07/2018;15:40:23;Aindrea Boyson;0280-0052;T-Shirt;;18;;;;;Jakarta - Lazada;Jeff;JNE;4
odr4194;27/07/2018;10:05:17;Ursulina Adrianello;49349-264;T-Shirt;;23;;19;;;Tangerang - Tiktok;Nami;Shopee Express;4
odr4195;19/07/2018;02:12:54;Zane Lusher;49288-0238;Oversized T-Shirt;;10;;;;;Bali - Lazada;Abraham;Wahana;1
odr4196;28/07/2018;18:15:10;Hodge Hebden;58118-2214;;;21;;;;;Jakarta - Tokopedia;Rizal;Wahana;4
odr4197;07/07/2018;07:04:47;Martino Crease;0781-2613;Oversized T-Shirt;;19;;;;;Bandung - Lazada;Rizal;POS Indonesia;1
odr4198;16/07/2018;17:18:35;Frederico Cargill;41520-645;T-Shirt;;8;;;;;Bali - Tokopedia;Nami;Wahana;4
odr4199;25/07/2018;22:17:58;Wilmette Sapshed;36987-1235;Oversized T-Shirt;;24;;;;;Yogyakarta - Lazada;Jeff;Shopee Express;3
odr4200;01/07/2018;02:09:30;Lorain Broom;68786-122;;;23;;15;;;Tangerang - Instagram;Rizal;Wahana;3
odr4201;06/07/2018;00:41:25;Regine Mary;49884-640;Topi;;11;;12;;;Depok - Whatsapp;Nami;Wahana;4
odr4202;25/07/2018;23:27:34;Benjie Vogeler;59762-1418;Oversized T-Shirt;;10;;;;;Bandung - Website;Rizal;JNT;5
odr4203;21/07/2018;08:12:21;Meier Schechter;52533-006;Parka Jackets;;18;;;;;;Wanokuni;POS Indonesia;3
odr4204;07/07/2018;03:22:29;Elroy Cronshaw;35356-861;T-Shirt;;11;;19;;;Yogyakarta - Website;Abraham;JNT;5
odr4205;20/07/2018;06:59:09;Gilly McCunn;49288-0281;T-Shirt;;14;;14;;;Bali - Shopee;Rizal;Wahana;5
odr4206;03/07/2018;05:25:06;Weber Corringham;0268-0866;T-Shirt;;15;;35;;;Bandung - FB Marketplace;Mark;Wahana;4
odr4207;04/07/2018;22:12:55;Friedrick Quick;0378-6102;Oversized T-Shirt;;15;;27;;;Semarang - Website;Abraham;Tiki;4
odr4208;21/07/2018;17:28:41;Harvey McIleen;49288-0621;T-Shirt;;15;;12;;;Bandung - Instagram;Abraham;Wahana;4
odr4209;04/07/2018;22:23:26;Rosalie Bucktrout;58980-811;Oversized T-Shirt;;16;;;;;Bandung - Shopee;Wanokuni;Shopee Express;4
odr4210;19/07/2018;18:01:49;Gennifer Goodchild;24236-558;Cargo Pants;;18;;;;;Bali - Lazada;Jeff;POS Indonesia;5
odr4211;24/07/2018;13:30:17;Jermaine Cloy;65649-201;Parka Jackets;;15;;;;;Jakarta - Website;Nami;POS Indonesia;1
odr4212;17/07/2018;11:09:37;Norean Peasgood;24385-961;Topi;;22;;5;;;Bandung - Whatsapp;Nami;JNT;2
odr4213;13/07/2018;21:37:45;Hugues Marcombe;0019-9894;T-Shirt;;13;;;;;Semarang - Tiktok;Rizal;JNE;4
odr4214;26/07/2018;15:33:30;Kendell Folan;35356-853;T-Shirt;;9;;;;;Tangerang - Website;Nami;;5
odr4215;19/07/2018;16:14:44;Joletta Pletts;0904-6084;;;10;;7;;;Tangerang - Instagram;Nami;POS Indonesia;5
odr4216;17/07/2018;01:42:59;Milzie Baseggio;58194-009;Parka Jackets;;1;;27;;;Semarang - Whatsapp;Wanokuni;Wahana;4
odr4217;02/07/2018;23:03:35;Rosaleen Zum Felde;63459-201;Topi;;1;;;;;Depok - Lazada;Elon;POS Indonesia;1
odr4218;14/07/2018;05:21:05;Barbette Brogi;65585-506;Oversized T-Shirt;;14;;;;;Jakarta - FB Marketplace;Elon;JNE;4
odr4219;16/07/2018;20:03:40;Rafaelia Duignan;68703-099;Parka Jackets;;19;;20;;;Depok - Whatsapp;Abraham;Tiki;5
odr4220;18/07/2018;22:08:49;Keslie McCurrie;37808-405;T-Shirt;;1;;;;;Semarang - FB Marketplace;Jeff;;4
odr4221;02/07/2018;05:27:11;Gipsy Marchetti;49999-987;Sweater;;4;;;;;Jakarta - Whatsapp;Elon;;4
odr4222;23/07/2018;13:13:23;Eugenie Jewis;35356-727;Oversized T-Shirt;;22;;11;;;;Mark;Tiki;4
odr4223;28/07/2018;19:36:25;Leland Galer;55154-5387;Parka Jackets;;13;;;;;Jakarta - Shopee;Abraham;SiCepat;5
odr4224;05/07/2018;18:44:56;Adelina Rigts;50563-154;Sweater;;21;;;;;Bali - FB Marketplace;Wanokuni;Shopee Express;1
odr4225;10/07/2018;17:56:57;Rubi Server;59762-5014;Cargo Pants;;22;;12;;;Yogyakarta - Tiktok;Rizal;JNE;1
odr4226;18/07/2018;19:15:36;Barby Kennady;49349-780;T-Shirt;;21;;;;;Tangerang - FB Marketplace;Wanokuni;Tiki;1
odr4227;07/07/2018;00:26:11;Rafaelita Domb;49999-172;Parka Jackets;;13;;;;;Bogor - Website;Rizal;JNT;2
odr4228;08/07/2018;11:10:50;Betsey Slatford;0023-4964;Parka Jackets;;19;;31;;;Depok - Lazada;Wanokuni;POS Indonesia;1
odr4229;02/07/2018;11:00:20;Constantia Payley;0472-5002;Cargo Pants;;9;;5;;;Bandung - Shopee;Wanokuni;Shopee Express;4
odr4230;25/07/2018;21:19:55;Ardra Selland;64942-1240;T-Shirt;;7;;21;;;Semarang - Whatsapp;Nami;Tiki;2
odr4231;19/07/2018;02:41:29;Paton Goney;68084-502;Oversized T-Shirt;;12;;;;;Bali - Lazada;Rizal;Shopee Express;2
odr4232;16/07/2018;09:06:54;Holden Inglesant;13537-280;T-Shirt;;1;;28;;;Semarang - Website;Nami;Shopee Express;3
odr4233;22/07/2018;01:25:00;Thayne Haith;41250-645;Mug;;16;;;;;Tangerang - FB Marketplace;Jeff;JNT;5
odr4234;01/07/2018;21:42:42;Nanci Greir;60505-2966;Topi;;15;;;;;Bali - Shopee;Rizal;JNE;2
odr4235;29/07/2018;18:45:24;Meier Schechter;70253-660;Mug;;6;;6;;;Depok - Lazada;Jeff;POS Indonesia;2
odr4236;07/07/2018;05:42:19;Darryl Housby;51346-046;Mug;;22;;9;;;Tangerang - Whatsapp;Rizal;Tiki;4
odr4237;10/07/2018;07:20:53;Elke Riquet;49543-773;Sweater;;7;;22;;;Yogyakarta - Whatsapp;Wanokuni;Wahana;4
odr4238;16/07/2018;22:48:54;Skelly Louiset;11084-129;Parka Jackets;;9;;24;;;Bali - Website;Nami;POS Indonesia;3
odr4239;08/07/2018;08:14:28;Marisa Seamarke;53440-003;T-Shirt;;9;;;;;Depok - Instagram;Wanokuni;JNT;2
odr4240;29/07/2018;19:11:03;Natala Quadrio;46122-107;Parka Jackets;;8;;;;;Tangerang - Shopee;Abraham;Wahana;5
odr4241;24/07/2018;15:26:16;Othelia Yerbury;43063-052;Topi;;23;;;;;Jakarta - FB Marketplace;Jeff;Shopee Express;4
odr4242;03/07/2018;21:18:20;Heida Frenchum;52763-501;Oversized T-Shirt;;13;;34;;;Bali - Lazada;Elon;SiCepat;2
odr4243;02/07/2018;21:16:47;Joannes Devons;69020-207;;;15;;;;;Jakarta - Tokopedia;Abraham;JNT;5
odr4244;15/07/2018;09:02:23;Nollie Isenor;68968-5555;Topi;;14;;;;;Semarang - Tokopedia;Elon;SiCepat;5
odr4245;10/07/2018;05:36:01;Vern Emeny;21749-533;Cargo Pants;;22;;29;;;Bali - Tiktok;Elon;JNE;3
odr4246;25/07/2018;08:09:00;Biddy Reinhardt;0113-0962;Oversized T-Shirt;;5;;;;;Bandung - Instagram;Jeff;Tiki;4
odr4247;22/07/2018;07:11:05;Onfroi Iskower;55289-814;T-Shirt;;16;;;;;Depok - Lazada;Nami;Shopee Express;1
odr4248;07/07/2018;23:30:52;Aindrea Boyson;69174-125;Oversized T-Shirt;;13;;12;;;Jakarta - Tokopedia;Abraham;Tiki;5
odr4249;25/07/2018;05:03:39;Darryl Housby;43063-086;T-Shirt;;15;;;;;Depok - Instagram;Rizal;Shopee Express;4
odr4250;23/07/2018;16:28:15;Myrtle Albertson;0519-1440;Oversized T-Shirt;;13;;25;;;Bali - Website;Mark;;2
odr4251;25/07/2018;09:59:07;Margarethe Cornick;31722-342;Cargo Pants;;14;;;;;Yogyakarta - Website;Jeff;SiCepat;5
odr4252;17/07/2018;06:35:55;Dorella Genthner;65044-3135;Parka Jackets;;4;;35;;;;Jeff;Shopee Express;3
odr4253;21/07/2018;20:35:02;Cordelie O' Timony;64117-241;T-Shirt;;13;;11;;;Depok - Tiktok;Jeff;POS Indonesia;5
odr4254;22/07/2018;05:21:38;Noach Inchan;54748-203;Parka Jackets;;11;;;;;Bogor - Lazada;Jeff;JNT;4
odr4255;06/07/2018;13:09:49;Kristopher Skinley;63824-008;Oversized T-Shirt;;23;;15;;;Jakarta - FB Marketplace;Elon;Tiki;2
odr4256;08/07/2018;11:56:13;Tessa Scriviner;50991-597;T-Shirt;;11;;;;;Tangerang - Whatsapp;Nami;JNT;1
odr4257;06/07/2018;07:17:05;Alyson Biaggioli;0942-6431;Parka Jackets;;10;;;;;Semarang - Tokopedia;Rizal;Tiki;3
odr4258;02/07/2018;16:39:47;Eddi Hegg;0187-5019;Oversized T-Shirt;;5;;;;;Yogyakarta - Tokopedia;Elon;Shopee Express;5
odr4259;12/07/2018;20:46:04;Nicolai Jerrems;43063-133;T-Shirt;;23;;;;;Yogyakarta - Lazada;Elon;Shopee Express;3
odr4260;01/07/2018;19:22:24;Moira Duckit;33992-3005;Oversized T-Shirt;;4;;27;;;Bogor - Lazada;Nami;Shopee Express;5
odr4261;30/07/2018;22:57:08;Holden Inglesant;11822-6101;Mug;;25;;23;;;Depok - Lazada;Mark;SiCepat;4
odr4262;23/07/2018;00:05:16;Moshe Well;13537-324;;;2;;;;;Tangerang - Instagram;Rizal;POS Indonesia;2
odr4263;14/07/2018;11:55:10;Sofia Dedden;54973-3110;T-Shirt;;3;;;;;Bandung - FB Marketplace;Abraham;Wahana;3
odr4264;05/07/2018;03:26:53;Dion Sandever;68180-322;Cargo Pants;;19;;;;;Depok - Tokopedia;Jeff;SiCepat;3
odr4265;21/07/2018;21:55:42;Elke Riquet;54340-006;Oversized T-Shirt;;23;;13;;;Depok - Website;Nami;Shopee Express;5
odr4266;05/07/2018;11:18:34;Vincents de Merida;54868-4224;Sweater;;21;;;;;Depok - Lazada;Wanokuni;SiCepat;1
odr4267;07/07/2018;17:23:27;Herby Bates;54868-5907;T-Shirt;;13;;26;;;Semarang - Whatsapp;Elon;Wahana;4
odr4268;30/07/2018;05:00:31;Mufinella Codling;42254-154;Oversized T-Shirt;;10;;;;;Depok - Tiktok;Abraham;JNT;4
odr4269;26/07/2018;05:07:32;Joannes Devons;0904-6267;Oversized T-Shirt;;20;;21;;;Jakarta - Instagram;Elon;JNT;2
odr4270;22/07/2018;02:53:04;Beverly Jaffrey;60512-9085;Oversized T-Shirt;;12;;;;;Semarang - Tokopedia;Wanokuni;Tiki;5
odr4271;06/07/2018;15:43:04;Oralla Gales;55289-590;Cargo Pants;;17;;;;;Tangerang - Tiktok;Nami;Shopee Express;1
odr4272;09/07/2018;22:53:16;Brewster Marousek;0869-0163;Parka Jackets;;10;;;;;Yogyakarta - Website;Wanokuni;SiCepat;5
odr4273;26/07/2018;01:55:38;Silva Cantera;68788-9101;Sweater;;1;;;;;Tangerang - Shopee;Jeff;Tiki;2
odr4274;09/07/2018;10:13:15;Vern Emeny;53808-0253;Parka Jackets;;25;;23;;;Semarang - Shopee;Nami;;1
odr4275;25/07/2018;06:11:38;Reginald Gillooly;55714-4598;Topi;;14;;;;;Depok - Tiktok;Abraham;Wahana;5
odr4276;02/07/2018;20:18:02;Anette Folbige;0113-0955;Cargo Pants;;3;;;;;Yogyakarta - Instagram;Nami;POS Indonesia;4
odr4277;23/07/2018;07:22:50;Vernen Tal;59011-420;T-Shirt;;25;;;;;Bogor - Shopee;Jeff;POS Indonesia;5
odr4278;19/07/2018;03:52:26;Boone Zanuciolii;0703-4244;Topi;;10;;20;;;Yogyakarta - Tokopedia;Jeff;SiCepat;4
odr4279;24/07/2018;06:44:55;Anatol Duckerin;51346-122;Oversized T-Shirt;;10;;7;;;Tangerang - Website;Abraham;SiCepat;2
odr4280;07/07/2018;16:09:43;Nike McCarty;55111-291;Parka Jackets;;15;;;;;Depok - Website;Elon;Wahana;1
odr4281;15/07/2018;16:28:08;Ken Hadden;34666-111;T-Shirt;;16;;;;;Bandung - Instagram;Jeff;JNT;5
odr4282;26/07/2018;21:16:12;Leia Instrell;59779-057;T-Shirt;;12;;13;;;Yogyakarta - Lazada;Nami;;1
odr4283;03/07/2018;12:33:06;Tandie Colston;63941-123;T-Shirt;;24;;20;;;Bandung - Instagram;Jeff;JNE;1
odr4284;08/07/2018;05:03:20;Oralla Gales;49349-634;T-Shirt;;21;;;;;Bogor - Whatsapp;Wanokuni;;3
odr4285;25/07/2018;11:53:53;Mandel Dybbe;60512-6463;Cargo Pants;;11;;;;;Depok - Shopee;Rizal;Shopee Express;5
odr4286;23/07/2018;17:02:08;Adelina Rigts;36987-2595;Oversized T-Shirt;;6;;20;;;Yogyakarta - Tiktok;Wanokuni;Tiki;5
odr4287;18/07/2018;06:17:23;Skell Hackin;59746-281;Oversized T-Shirt;;19;;;;;Tangerang - Lazada;Wanokuni;SiCepat;5
odr4288;12/07/2018;15:59:04;Arlie Braim;50383-803;T-Shirt;;13;;;;;Depok - Website;Abraham;Tiki;3
odr4289;15/07/2018;08:48:28;Minnnie Headey;52959-596;Mug;;14;;;;;Bali - Tokopedia;Nami;Wahana;2
odr4290;09/07/2018;12:55:49;Loren Prenty;50804-352;Mug;;17;;32;;;Semarang - Lazada;Abraham;POS Indonesia;1
odr4291;04/07/2018;03:54:39;Rees Fattori;54569-5233;Cargo Pants;;21;;;;;Jakarta - Website;Mark;Wahana;4
odr4292;05/07/2018;08:27:36;Isac Gerriessen;48951-3153;Cargo Pants;;2;;31;;;Jakarta - Whatsapp;Nami;Tiki;5
odr4293;15/07/2018;13:51:44;Norris Birley;0185-0111;T-Shirt;;2;;;;;Yogyakarta - Website;Mark;SiCepat;3
odr4294;14/07/2018;22:24:13;Lulita Denziloe;50636-002;T-Shirt;;21;;27;;;Bogor - Website;Rizal;JNT;4
odr4295;12/07/2018;17:34:45;Darryl Housby;67938-2017;T-Shirt;;1;;16;;;Bali - Instagram;Elon;Wahana;2
