order_id;Tanggal_Order;Waktu_Pesan;Nama_Pemesan;No_Resi;Produk;Kategori;Jumlah_Pesanan;Harga;Diskon;Total_Harga;Profit;Kota_Pengiriman - Media_Pemesanan;Admin_Proses;Ekspedisi;Rating_Fix
odr16451;24/06/2020;12:40:14;Heida Mancer;0069-0074;T-Shirt;;15;;12;;;;Elon;Shopee Express;1
odr16452;22/06/2020;02:11:04;Geoffry Miliffe;62080-2001;T-Shirt;;11;;;;;Bogor - FB Marketplace;Wanokuni;JNE;4
odr16453;08/06/2020;01:02:53;Rance Sibson;49349-944;Oversized T-Shirt;;18;;;;;Yogyakarta - Shopee;Rizal;Shopee Express;2
odr16454;27/06/2020;10:36:17;Birgitta Jerrard;43063-196;Oversized T-Shirt;;4;;28;;;Semarang - Website;Elon;JNT;1
odr16455;19/06/2020;12:10:11;Leighton Cowoppe;50114-3205;Sweater;;23;;35;;;Tangerang - Whatsapp;Elon;;3
odr16456;21/06/2020;02:28:39;Pryce Gronaller;0049-3440;T-Shirt;;20;;;;;Tangerang - Tiktok;Nami;SiCepat;1
odr16457;28/06/2020;03:43:34;Rafe Penhall;43269-679;Topi;;12;;25;;;Bandung - Shopee;Elon;SiCepat;4
odr16458;04/06/2020;18:24:16;Donia Waddup;55154-4763;Mug;;7;;;;;Yogyakarta - Lazada;Mark;JNT;3
odr16459;10/06/2020;12:43:12;Jonathon Stroton;0310-0208;Sweater;;21;;;;;;Nami;SiCepat;3
odr16460;10/06/2020;20:02:10;Renaud Milsom;52544-204;Sweater;;10;;22;;;Semarang - FB Marketplace;Jeff;POS Indonesia;5
odr16461;13/06/2020;14:51:54;Illa Tremble;54569-5360;Mug;;23;;23;;;Tangerang - Shopee;Mark;Wahana;4
odr16462;27/06/2020;09:26:14;Marcia Ferentz;36987-2542;Cargo Pants;;23;;26;;;Tangerang - Instagram;Mark;Shopee Express;5
odr16463;16/06/2020;22:32:31;Silas Ghidini;42571-112;Mug;;8;;;;;Bandung - FB Marketplace;Elon;Tiki;5
odr16464;09/06/2020;20:44:19;Westley Sail;52125-263;;;15;;8;;;;Wanokuni;Wahana;2
odr16465;22/06/2020;01:55:38;Gus Noah;0591-2920;Parka Jackets;;7;;;;;Depok - Shopee;Elon;JNT;4
odr16466;03/06/2020;22:17:13;Gayle Pancoast;0591-3331;Topi;;11;;;;;Bogor - Tokopedia;Nami;Shopee Express;4
odr16467;06/06/2020;10:46:25;Dick Clutheram;0115-7010;Oversized T-Shirt;;5;;;;;Jakarta - Whatsapp;Wanokuni;JNE;1
odr16468;25/06/2020;00:27:23;Constantia Hattigan;21130-958;Oversized T-Shirt;;16;;;;;Jakarta - Tokopedia;Jeff;JNE;3
odr16469;25/06/2020;11:18:49;Richmond Massingham;30142-008;T-Shirt;;24;;;;;Yogyakarta - Tokopedia;Wanokuni;SiCepat;2
odr16470;06/06/2020;11:25:59;Brennen Huckerbe;53217-009;Mug;;3;;25;;;;Wanokuni;JNE;5
odr16471;18/06/2020;06:39:14;Astra Vina;50114-6015;T-Shirt;;17;;;;;Tangerang - Whatsapp;Rizal;Wahana;2
odr16472;11/06/2020;01:16:56;Onfroi Iskower;0078-0567;Oversized T-Shirt;;6;;;;;Semarang - Whatsapp;Rizal;;2
odr16473;21/06/2020;20:36:14;Eustace Gay;63548-0070;Oversized T-Shirt;;10;;9;;;Jakarta - Lazada;Nami;SiCepat;5
odr16474;21/06/2020;01:53:50;Modestine Khomishin;68180-141;Cargo Pants;;3;;;;;Tangerang - Instagram;Nami;Shopee Express;4
odr16475;11/06/2020;17:34:34;Berkley Howick;52125-518;Oversized T-Shirt;;20;;6;;;Depok - Shopee;Wanokuni;POS Indonesia;5
odr16476;21/06/2020;14:56:14;Anita Pretsel;50804-822;;;24;;23;;;Bogor - Shopee;Jeff;Shopee Express;2
odr16477;07/06/2020;17:49:21;Ellie Klimt;0615-7663;Topi;;23;;22;;;Tangerang - Tokopedia;Wanokuni;SiCepat;4
odr16478;03/06/2020;07:23:53;Kaleena Ziehm;54973-0605;Mug;;22;;;;;Bali - Tokopedia;Elon;Wahana;2
odr16479;26/06/2020;17:17:46;Otto Earey;62296-0035;T-Shirt;;2;;;;;Bandung - Tiktok;Elon;SiCepat;4
odr16480;22/06/2020;16:15:43;Clifford Burbridge;60429-360;T-Shirt;;3;;30;;;Jakarta - Instagram;Abraham;Wahana;3
odr16481;15/06/2020;18:16:25;Verney Jacobovitz;62037-560;T-Shirt;;20;;13;;;Jakarta - Whatsapp;Elon;Shopee Express;4
odr16482;16/06/2020;21:31:37;Bessy Brackpool;67308-101;Oversized T-Shirt;;24;;29;;;Jakarta - FB Marketplace;Wanokuni;Tiki;5
odr16483;23/06/2020;07:39:02;Hyatt Grob;62032-111;Oversized T-Shirt;;10;;27;;;Tangerang - FB Marketplace;Mark;POS Indonesia;3
odr16484;15/06/2020;11:56:51;Fayre Mancer;59779-215;Parka Jackets;;5;;24;;;Yogyakarta - Lazada;Abraham;JNT;2
odr16485;15/06/2020;20:36:44;Pryce Gronaller;60986-2000;Cargo Pants;;12;;12;;;Jakarta - Instagram;Wanokuni;SiCepat;2
odr16486;21/06/2020;01:21:07;Sella Leist;0703-3018;Parka Jackets;;2;;;;;Bali - Tiktok;Jeff;SiCepat;2
odr16487;20/06/2020;05:05:46;Vicki Pettegre;68788-0134;Oversized T-Shirt;;8;;28;;;Semarang - Lazada;Nami;Wahana;2
odr16488;24/06/2020;00:02:50;Cissy Jarry;54868-5683;T-Shirt;;25;;6;;;Bandung - Lazada;Nami;Shopee Express;5
odr16489;05/06/2020;06:03:10;Tait Downes;51672-1282;Cargo Pants;;7;;19;;;Bogor - FB Marketplace;Abraham;;5
odr16490;13/06/2020;05:36:27;Madlin Conneau;61096-0006;Cargo Pants;;19;;16;;;Bogor - FB Marketplace;Jeff;SiCepat;2
odr16491;04/06/2020;17:56:02;Genevieve Burgin;63481-553;Cargo Pants;;12;;;;;Jakarta - Website;Abraham;POS Indonesia;1
odr16492;27/06/2020;17:25:24;Lek Benet;0023-2181;Sweater;;4;;;;;Bogor - Website;Elon;Wahana;1
odr16493;01/06/2020;10:47:36;Darlene Kaye;43406-0028;Mug;;23;;22;;;Yogyakarta - Lazada;Rizal;Wahana;4
odr16494;03/06/2020;03:16:37;Tymon Heber;36987-1783;Topi;;1;;28;;;Depok - Instagram;Abraham;Shopee Express;2
odr16495;28/06/2020;15:50:24;Grata Stothart;66435-105;Sweater;;20;;25;;;Jakarta - FB Marketplace;Wanokuni;JNT;4
odr16496;21/06/2020;09:23:31;Marguerite Adolthine;62175-271;Parka Jackets;;8;;;;;Bandung - Website;Nami;JNT;1
odr16497;14/06/2020;16:33:42;Phillipe Rankcom;0781-9222;T-Shirt;;13;;34;;;Bogor - Tiktok;Jeff;Tiki;
odr16498;29/06/2020;11:03:02;Chandler Wetherburn;43353-874;T-Shirt;;3;;;;;Bogor - Shopee;Jeff;Wahana;3
odr16499;26/06/2020;05:46:58;Caitlin Breit;0378-0372;Sweater;;12;;9;;;Semarang - Lazada;Mark;;4
odr16500;09/06/2020;11:56:40;Candide Glave;49884-577;Oversized T-Shirt;;25;;;;;Yogyakarta - Lazada;Elon;Wahana;3
odr16501;09/06/2020;00:01:31;Aubry Alliberton;67046-467;Sweater;;6;;;;;Semarang - Tokopedia;Elon;;2
odr16502;22/06/2020;19:30:40;Maximilian Hellwing;49349-908;Cargo Pants;;4;;;;;Tangerang - Tiktok;Abraham;Tiki;1
odr16503;14/06/2020;01:05:16;Garret Misk;55133-010;Oversized T-Shirt;;2;;33;;;Yogyakarta - Instagram;Jeff;JNE;2
odr16504;22/06/2020;11:26:06;Moshe Well;0517-0780;Topi;;23;;;;;Jakarta - Lazada;Rizal;Shopee Express;5
odr16505;04/06/2020;22:01:01;Weston Tedorenko;54575-920;;;16;;;;;Yogyakarta - Instagram;Mark;POS Indonesia;1
odr16506;21/06/2020;16:39:59;Peria Logsdail;65841-779;T-Shirt;;7;;;;;Semarang - FB Marketplace;Nami;JNT;2
odr16507;07/06/2020;13:39:57;Olav Summers;24236-279;Oversized T-Shirt;;18;;;;;Jakarta - Whatsapp;Elon;Tiki;3
odr16508;20/06/2020;00:28:09;Gennifer Goodchild;68814-489;Mug;;5;;;;;Yogyakarta - Tiktok;Nami;Shopee Express;5
odr16509;26/06/2020;11:45:46;Dorothy McAlarney;0942-6476;Mug;;16;;;;;Bali - Lazada;Mark;Shopee Express;4
odr16510;25/06/2020;10:32:27;Clifford Burbridge;63323-208;Topi;;2;;;;;Bandung - Whatsapp;Jeff;JNE;5
odr16511;15/06/2020;10:14:38;Alysia Tomaszkiewicz;51525-0430;Cargo Pants;;18;;;;;Yogyakarta - Website;Rizal;Shopee Express;2
odr16512;23/06/2020;12:16:34;Nama Customer;50988-274;Oversized T-Shirt;;2;;;;;Tangerang - Whatsapp;Mark;JNT;1
odr16513;07/06/2020;10:10:18;Barby Kennady;55910-541;Cargo Pants;;19;;25;;;Bali - Shopee;Abraham;;4
odr16514;11/06/2020;21:37:43;Willi Creed;58411-148;Oversized T-Shirt;;5;;;;;Tangerang - Whatsapp;Mark;POS Indonesia;4
odr16515;24/06/2020;06:51:13;Sven Featherstonhaugh;36987-3350;Cargo Pants;;4;;21;;;;Wanokuni;;5
odr16516;06/06/2020;05:14:56;Bessy Brackpool;55312-217;Cargo Pants;;22;;25;;;Bogor - Instagram;Nami;SiCepat;3
odr16517;11/06/2020;11:04:31;Beverly Jaffrey;13537-314;Oversized T-Shirt;;18;;;;;;Abraham;JNE;4
odr16518;01/06/2020;05:56:14;Astra Inkin;49884-545;T-Shirt;;6;;26;;;Yogyakarta - Tiktok;Mark;JNT;1
odr16519;29/06/2020;03:43:54;Bessy Brackpool;62584-693;Oversized T-Shirt;;23;;;;;Bali - Instagram;Rizal;POS Indonesia;1
odr16520;06/06/2020;15:05:49;Gratiana Plum;63629-4698;Oversized T-Shirt;;10;;;;;Bogor - Lazada;Elon;Tiki;
odr16521;21/06/2020;18:33:17;Gracia Murfin;58118-0651;Oversized T-Shirt;;4;;;;;Jakarta - Website;Nami;JNT;
odr16522;07/06/2020;11:02:32;Verney Jacobovitz;64778-0377;T-Shirt;;11;;;;;Bandung - Whatsapp;Elon;JNE;3
odr16523;17/06/2020;11:40:03;Astra Inkin;42792-103;Oversized T-Shirt;;23;;;;;Tangerang - Instagram;Mark;;1
odr16524;27/06/2020;21:26:18;Brendon Sloan;75887-001;Sweater;;18;;7;;;Semarang - Shopee;Rizal;Shopee Express;2
odr16525;07/06/2020;21:55:35;Cello Langforth;52125-672;T-Shirt;;16;;12;;;Depok - Lazada;Nami;Tiki;2
odr16526;07/06/2020;06:01:15;Donia Gabits;17856-0067;Mug;;24;;;;;Bandung - Tiktok;Jeff;Tiki;
odr16527;08/06/2020;21:36:18;Nomi Chastagnier;0228-3508;Oversized T-Shirt;;20;;19;;;Tangerang - FB Marketplace;Mark;JNE;2
odr16528;05/06/2020;22:18:54;Burnard Gamblin;11822-0137;Parka Jackets;;3;;20;;;Jakarta - Shopee;Abraham;Shopee Express;3
odr16529;11/06/2020;21:32:27;Simonne Matuska;0009-3073;Topi;;2;;;;;Bogor - Website;Rizal;Tiki;1
odr16530;05/06/2020;03:21:47;Timmie McCloch;52343-043;T-Shirt;;6;;;;;Bandung - Lazada;Abraham;Tiki;3
odr16531;27/06/2020;15:25:43;Forrester Daubney;49349-764;T-Shirt;;5;;;;;Yogyakarta - Whatsapp;Mark;Tiki;5
odr16532;27/06/2020;12:49:18;Vonnie Jendrys;0299-3822;Oversized T-Shirt;;25;;35;;;Bogor - Tiktok;Rizal;JNE;1
odr16533;18/06/2020;23:11:34;Heida Mancer;0187-2047;T-Shirt;;12;;;;;Depok - Tiktok;Elon;SiCepat;4
odr16534;23/06/2020;05:13:03;Christy Kennham;52751-001;Sweater;;10;;;;;Bandung - Whatsapp;Rizal;Tiki;2
odr16535;13/06/2020;20:46:51;Carlye Graeser;49348-610;Oversized T-Shirt;;17;;;;;Jakarta - Tiktok;Wanokuni;Shopee Express;3
odr16536;22/06/2020;10:04:31;Althea Dibbin;63354-111;Mug;;7;;;;;Bandung - Tokopedia;Mark;POS Indonesia;1
odr16537;02/06/2020;11:23:48;Culley Forrestill;55154-6992;T-Shirt;;8;;7;;;Bali - Lazada;Abraham;SiCepat;2
odr16538;07/06/2020;23:21:07;Raphael Bednell;10237-900;Mug;;12;;;;;Bali - Lazada;Jeff;POS Indonesia;4
odr16539;28/06/2020;12:59:06;Sada Blaisdale;57687-241;;;8;;;;;Depok - Instagram;Mark;Wahana;1
odr16540;01/06/2020;18:05:29;Arch Giorgielli;60512-6473;Topi;;9;;14;;;Semarang - Tokopedia;Elon;Wahana;2
odr16541;05/06/2020;12:53:53;Rosene Alliker;52544-967;Oversized T-Shirt;;8;;;;;Semarang - Instagram;Abraham;SiCepat;2
odr16542;17/06/2020;08:41:09;Daron Orvis;11822-7208;Sweater;;21;;27;;;Depok - Tiktok;Jeff;POS Indonesia;
odr16543;09/06/2020;10:02:02;Pepita Dinnington;10812-431;Sweater;;24;;;;;Bandung - Tiktok;Abraham;Shopee Express;1
odr16544;22/06/2020;06:03:58;Birch Froment;10356-351;Mug;;18;;25;;;Bogor - Whatsapp;Wanokuni;JNT;4
odr16545;25/06/2020;07:33:14;Johanna Nann;0173-0242;Sweater;;18;;;;;Bogor - Instagram;Wanokuni;Shopee Express;5
odr16546;03/06/2020;00:22:59;Gabi Lovart;61919-081;Mug;;20;;32;;;Tangerang - Lazada;Nami;JNE;3
odr16547;25/06/2020;15:11:02;Marje Hinsch;62756-542;Oversized T-Shirt;;11;;33;;;Tangerang - Tiktok;Nami;Wahana;1
odr16548;21/06/2020;09:44:17;Inessa Lighton;54868-5835;Sweater;;19;;;;;Bandung - Website;Mark;Shopee Express;1
odr16549;26/06/2020;17:32:58;Stacy Cosson;35356-571;Topi;;22;;;;;Semarang - Tiktok;Jeff;POS Indonesia;2
odr16550;22/06/2020;02:05:10;Laughton Cleaton;53808-0315;Oversized T-Shirt;;18;;;;;Bandung - FB Marketplace;Rizal;SiCepat;1
odr16551;28/06/2020;20:30:24;Simonne Matuska;60512-6075;Sweater;;25;;20;;;Yogyakarta - Instagram;Abraham;JNT;
odr16552;12/06/2020;19:06:44;Benn Jandera;51346-073;Mug;;23;;24;;;Depok - Tiktok;Nami;JNE;1
odr16553;15/06/2020;08:33:13;Laureen Gianuzzi;66993-413;Topi;;17;;15;;;Bali - Tokopedia;Jeff;JNE;3
odr16554;17/06/2020;22:25:34;Calv Stinchcombe;27293-024;Oversized T-Shirt;;1;;15;;;Semarang - Whatsapp;Wanokuni;JNE;4
odr16555;17/06/2020;11:07:02;Ame Gillman;43353-917;Cargo Pants;;14;;;;;Bali - Shopee;Abraham;POS Indonesia;1
odr16556;27/06/2020;06:03:31;Jordana Ram;10812-458;Topi;;5;;;;;Semarang - Lazada;Nami;JNE;2
odr16557;11/06/2020;02:50:17;Oren Earle;55289-203;Topi;;20;;;;;Semarang - Shopee;Jeff;Shopee Express;2
odr16558;29/06/2020;05:53:47;Putnem Petracci;36800-124;T-Shirt;;11;;;;;Jakarta - Tiktok;Nami;POS Indonesia;4
odr16559;13/06/2020;16:40:21;Idalia Fulks;35356-738;T-Shirt;;23;;;;;;Mark;JNT;5
odr16560;01/06/2020;17:24:30;Mikkel Faulconer;47682-247;Topi;;21;;;;;Tangerang - Lazada;Jeff;JNE;2
odr16561;17/06/2020;19:35:32;Carlye Graeser;49349-790;T-Shirt;;23;;5;;;Jakarta - Tiktok;Jeff;JNE;4
odr16562;04/06/2020;07:07:39;Burk Darco;11084-539;Parka Jackets;;3;;;;;Bogor - FB Marketplace;Mark;Tiki;2
odr16563;16/06/2020;03:50:43;Dore Ferber;49967-790;Mug;;18;;;;;Yogyakarta - Instagram;Mark;POS Indonesia;2
odr16564;01/06/2020;14:56:07;Cordy Hibbart;24385-374;Mug;;9;;8;;;Semarang - Whatsapp;Elon;POS Indonesia;1
odr16565;23/06/2020;02:15:15;Humfrey Boreland;68428-039;T-Shirt;;6;;11;;;Bandung - Instagram;Wanokuni;Shopee Express;2
odr16566;06/06/2020;02:52:11;Rad Allsopp;58411-132;Cargo Pants;;21;;32;;;Depok - Tiktok;Elon;Wahana;3
odr16567;28/06/2020;19:15:59;Burnard Gamblin;0023-4963;Parka Jackets;;1;;13;;;Yogyakarta - FB Marketplace;Wanokuni;Shopee Express;1
odr16568;27/06/2020;21:21:53;Stacy Cosson;49817-0066;Sweater;;3;;;;;;Elon;Tiki;2
odr16569;12/06/2020;22:26:59;Emelia Eberle;98132-184;T-Shirt;;3;;;;;;Jeff;Tiki;2
odr16570;04/06/2020;22:01:38;Bryan Tenant;49726-036;T-Shirt;;20;;;;;Bogor - Website;Nami;JNT;5
odr16571;12/06/2020;10:29:44;Krystyna Bulteel;37205-402;Oversized T-Shirt;;14;;;;;Jakarta - Shopee;Nami;SiCepat;5
odr16572;18/06/2020;08:59:28;Stacy Cosson;0406-1142;Oversized T-Shirt;;16;;9;;;Bogor - Shopee;Elon;POS Indonesia;3
odr16573;08/06/2020;17:42:05;Bentley Bucknall;57337-046;Sweater;;20;;20;;;Depok - Shopee;Elon;SiCepat;5
odr16574;14/06/2020;01:52:56;Ardra Selland;69020-206;Sweater;;4;;;;;Tangerang - Tiktok;Nami;POS Indonesia;4
odr16575;13/06/2020;21:34:18;Sofia Duplock;59630-912;Oversized T-Shirt;;22;;8;;;Jakarta - Lazada;Abraham;Tiki;2
odr16576;29/06/2020;23:01:14;Penni Filpo;53014-850;Oversized T-Shirt;;25;;;;;Depok - FB Marketplace;Nami;JNE;4
odr16577;28/06/2020;18:51:09;Stanfield Hulks;46122-241;Oversized T-Shirt;;7;;;;;Tangerang - Website;Abraham;JNE;4
odr16578;21/06/2020;13:13:26;Hana Craney;23155-258;Cargo Pants;;17;;26;;;Jakarta - Tiktok;Abraham;JNE;3
odr16579;11/06/2020;17:12:05;Francoise Inott;37000-757;Cargo Pants;;2;;;;;Tangerang - Shopee;Elon;Wahana;1
odr16580;26/06/2020;16:31:47;Abbey Tomney;50390-709;Sweater;;24;;;;;Jakarta - Whatsapp;Elon;POS Indonesia;3
odr16581;09/06/2020;22:21:22;Riki Bickerstasse;55154-6669;Cargo Pants;;16;;;;;Jakarta - Whatsapp;Rizal;Shopee Express;3
odr16582;09/06/2020;07:46:42;Minnnie Headey;52118-001;Sweater;;23;;;;;Depok - Tokopedia;Wanokuni;JNE;5
odr16583;26/06/2020;15:08:45;Adora Carty;50383-667;Sweater;;17;;;;;Bogor - Shopee;Wanokuni;SiCepat;5
odr16584;26/06/2020;14:23:31;Jerry Antram;54868-0066;Cargo Pants;;11;;;;;Yogyakarta - FB Marketplace;Elon;POS Indonesia;4
odr16585;04/06/2020;01:53:37;Ellene Catt;76237-278;T-Shirt;;8;;;;;Depok - Tiktok;Abraham;Wahana;3
odr16586;15/06/2020;22:11:34;Christiana Clemow;0093-5503;Sweater;;20;;31;;;Bandung - Tokopedia;Rizal;SiCepat;4
odr16587;18/06/2020;08:01:13;Rori Lelliott;37000-133;Oversized T-Shirt;;16;;;;;Jakarta - Instagram;Abraham;Shopee Express;
odr16588;13/06/2020;13:02:53;Kaylil Antonomolii;0283-0871;T-Shirt;;20;;;;;Bogor - Website;Rizal;JNE;2
odr16589;09/06/2020;13:10:02;Noach Inchan;48951-5077;Oversized T-Shirt;;19;;33;;;Bogor - Lazada;Mark;JNT;4
odr16590;20/06/2020;14:39:32;Sybilla Casiero;49288-0601;T-Shirt;;12;;;;;Bogor - Instagram;Mark;Shopee Express;2
odr16591;02/06/2020;03:29:29;Lanny Cunnington;41415-056;Oversized T-Shirt;;15;;33;;;Bogor - Website;Mark;Wahana;4
odr16592;13/06/2020;16:36:35;Rosene Bryce;55316-340;T-Shirt;;22;;;;;Semarang - Tiktok;Jeff;Wahana;4
odr16593;19/06/2020;08:57:48;Joscelin Rosenshine;41167-7449;Oversized T-Shirt;;8;;22;;;Depok - Website;Jeff;JNT;
odr16594;05/06/2020;20:22:24;Harriet Boykett;13537-244;Oversized T-Shirt;;24;;22;;;Depok - Instagram;Mark;POS Indonesia;4
odr16595;10/06/2020;17:36:30;Gay Gammie;62296-0034;T-Shirt;;16;;25;;;Depok - Whatsapp;Nami;Tiki;4
odr16596;17/06/2020;13:50:01;Gipsy Marchetti;0338-0811;Oversized T-Shirt;;14;;;;;Semarang - FB Marketplace;Rizal;JNT;
odr16597;11/06/2020;21:31:31;Ruddy Vedekhov;41250-281;Sweater;;6;;26;;;Bandung - Whatsapp;Rizal;JNT;2
odr16598;23/06/2020;21:06:48;Andrea Avraham;50991-216;Mug;;25;;;;;Bali - Lazada;Mark;Tiki;5
odr16599;19/06/2020;00:37:26;Bidget Meekins;37000-320;Parka Jackets;;25;;26;;;Semarang - Instagram;Wanokuni;JNT;2
odr16600;11/06/2020;12:10:06;Jeana Adamovicz;43598-003;Topi;;19;;19;;;Bandung - Whatsapp;Abraham;Tiki;1
odr16601;11/06/2020;16:31:59;Willow Godsell;53208-414;Cargo Pants;;4;;;;;Bandung - FB Marketplace;Abraham;JNE;3
odr16602;21/06/2020;12:18:44;Larisa Island;24488-022;Sweater;;7;;16;;;Depok - Tiktok;Nami;Tiki;3
odr16603;07/06/2020;08:51:12;Athena Allenby;54868-3933;Oversized T-Shirt;;9;;15;;;Bali - Lazada;Wanokuni;Wahana;
odr16604;14/06/2020;04:35:31;Borg Drance;68428-007;Sweater;;8;;;;;Bandung - Tokopedia;Nami;POS Indonesia;2
odr16605;03/06/2020;15:09:44;Astra Vina;33261-357;T-Shirt;;1;;;;;Bandung - Whatsapp;Nami;POS Indonesia;3
odr16606;17/06/2020;15:08:31;Rikki Libby;0056-0176;Parka Jackets;;11;;;;;Bali - Lazada;Mark;Tiki;2
odr16607;17/06/2020;05:15:45;Loraine Meaddowcroft;0031-8738;Topi;;19;;;;;Bali - Whatsapp;Abraham;JNT;4
odr16608;08/06/2020;04:46:03;Mohammed Brewse;63323-373;Oversized T-Shirt;;1;;9;;;Semarang - Whatsapp;Nami;Shopee Express;2
odr16609;06/06/2020;03:32:27;Caye Farnall;10578-027;T-Shirt;;6;;11;;;Jakarta - Instagram;Mark;;2
odr16610;10/06/2020;19:56:18;Stacy Piechnik;62011-0050;Oversized T-Shirt;;10;;31;;;Yogyakarta - FB Marketplace;Elon;Wahana;4
odr16611;24/06/2020;18:32:10;Dorothy McAlarney;50181-0044;Parka Jackets;;21;;;;;;Abraham;Shopee Express;4
odr16612;02/06/2020;16:22:49;Vonnie Jendrys;0555-0572;Parka Jackets;;16;;6;;;Semarang - Instagram;Mark;Shopee Express;3
odr16613;10/06/2020;16:09:15;Ripley Adams;63941-411;Oversized T-Shirt;;13;;;;;;Jeff;Shopee Express;2
odr16614;14/06/2020;06:12:10;Grata Stothart;68258-6042;Topi;;1;;10;;;Bogor - Website;Abraham;Wahana;4
odr16615;16/06/2020;15:52:43;Earlie Moorton;52000-001;Sweater;;10;;16;;;Depok - Lazada;Nami;Tiki;2
odr16616;26/06/2020;04:39:02;Constantia Payley;55550-102;Oversized T-Shirt;;3;;;;;Bali - FB Marketplace;Jeff;SiCepat;5
odr16617;03/06/2020;16:00:08;Angelia Samber;48407-0070;T-Shirt;;5;;;;;Bali - Whatsapp;Nami;;4
odr16618;18/06/2020;01:34:22;Cordelie O' Timony;64725-6044;Oversized T-Shirt;;18;;;;;Bali - Shopee;Jeff;Wahana;4
odr16619;15/06/2020;11:04:13;Pryce Gronaller;54868-0337;Sweater;;16;;16;;;Semarang - Whatsapp;Abraham;JNT;1
odr16620;09/06/2020;11:24:24;Farr Rideout;0008-0841;Parka Jackets;;18;;11;;;Bali - Whatsapp;Nami;Tiki;1
odr16621;19/06/2020;22:15:29;Arvie Schusterl;26550-001;Mug;;2;;;;;Tangerang - Lazada;Rizal;JNT;5
odr16622;22/06/2020;04:41:23;Keslie McCurrie;36987-2095;;;10;;;;;Bogor - FB Marketplace;Elon;POS Indonesia;3
odr16623;11/06/2020;06:29:03;Alfie Billin;13107-055;Oversized T-Shirt;;24;;12;;;Tangerang - Website;Mark;JNE;5
odr16624;07/06/2020;04:09:48;Herb Grigoliis;65044-0855;Parka Jackets;;21;;18;;;Depok - Tiktok;Rizal;Shopee Express;4
odr16625;27/06/2020;04:52:36;Elyse Squibe;41163-386;Parka Jackets;;12;;19;;;Depok - Shopee;Nami;POS Indonesia;4
odr16626;19/06/2020;06:37:41;Ellene Catt;0363-0829;Sweater;;15;;;;;Bandung - Shopee;Jeff;Tiki;3
odr16627;25/06/2020;06:49:11;Meade Clawe;50114-5115;Cargo Pants;;22;;22;;;Yogyakarta - Tokopedia;Rizal;JNT;2
odr16628;03/06/2020;23:33:20;Shandeigh Parsand;64117-264;T-Shirt;;15;;;;;Depok - Tokopedia;Rizal;Tiki;5
odr16629;24/06/2020;04:26:00;Dorella Genthner;0135-0508;Sweater;;17;;;;;Bali - FB Marketplace;Rizal;JNT;4
odr16630;02/06/2020;00:47:00;Shay Edens;0168-0126;T-Shirt;;5;;;;;Jakarta - Lazada;Elon;;2
odr16631;05/06/2020;16:30:06;Sada Blaisdale;68828-194;Cargo Pants;;13;;14;;;Semarang - Tiktok;Rizal;Tiki;3
odr16632;10/06/2020;01:27:33;Brand Lotwich;65044-2216;Mug;;6;;5;;;Jakarta - FB Marketplace;Abraham;POS Indonesia;1
odr16633;04/06/2020;03:13:43;Jori Fearfull;68472-097;T-Shirt;;25;;;;;;Jeff;;
odr16634;07/06/2020;18:31:28;Evanne Godsafe;53808-0831;Parka Jackets;;6;;7;;;Jakarta - Shopee;Elon;JNT;5
odr16635;06/06/2020;02:05:04;Gabie Grummitt;0615-7559;T-Shirt;;24;;23;;;Semarang - Tokopedia;Jeff;POS Indonesia;1
odr16636;17/06/2020;20:57:53;Kinny Winks;49999-183;;;2;;;;;Semarang - Instagram;Jeff;SiCepat;4
odr16637;29/06/2020;13:24:20;Noach Inchan;57237-061;Sweater;;22;;27;;;Bandung - Whatsapp;Elon;Wahana;3
odr16638;22/06/2020;18:35:59;Ursulina Adrianello;43596-0018;Cargo Pants;;7;;18;;;Bogor - Tokopedia;Wanokuni;Wahana;1
odr16639;19/06/2020;23:19:34;Almira Attwood;51285-367;Mug;;11;;34;;;Depok - FB Marketplace;Mark;;3
odr16640;03/06/2020;18:08:49;Brady Abthorpe;55346-0418;Sweater;;20;;31;;;Bandung - Website;Mark;JNT;2
odr16641;14/06/2020;01:42:37;Read Fallow;51486-002;Parka Jackets;;23;;31;;;Semarang - Instagram;Nami;JNT;2
odr16642;10/06/2020;16:32:07;Hannah Fortnam;53345-022;T-Shirt;;8;;;;;;Wanokuni;Wahana;2
odr16643;15/06/2020;04:10:17;Gay Gammie;52125-275;Parka Jackets;;3;;20;;;Bogor - Website;Rizal;SiCepat;2
odr16644;21/06/2020;16:17:16;Edna Wastall;63801-107;Oversized T-Shirt;;19;;27;;;Jakarta - FB Marketplace;Mark;Wahana;2
odr16645;06/06/2020;04:08:47;Melessa Grancher;68382-095;Sweater;;4;;5;;;Semarang - Whatsapp;Wanokuni;Shopee Express;2
odr16646;25/06/2020;23:46:22;Rubina Chatters;65841-098;Cargo Pants;;12;;9;;;Yogyakarta - Instagram;Jeff;Shopee Express;1
odr16647;19/06/2020;03:18:20;Ricoriki Lansly;59779-707;Sweater;;21;;;;;Tangerang - Instagram;Nami;JNE;3
odr16648;07/06/2020;22:50:42;Jeana Adamovicz;63868-100;Oversized T-Shirt;;20;;;;;Semarang - Whatsapp;Abraham;POS Indonesia;1
