order_id;Tanggal_Order;Waktu_Pesan;Nama_Pemesan;No_Resi;Produk;Kategori;Jumlah_Pesanan;Harga;Diskon;Total_Harga;Profit;Kota_Pengiriman - Media_Pemesanan;Admin_Proses;Ekspedisi;Rating
odr9989;22/04/2019;05:06:44;Hatty Skeates;36987-3397;Oversized T-Shirt;;19;;;;;Bogor - Website;Elon;;4
odr9990;03/04/2019;11:19:52;Gilly McCunn;58238-226;Oversized T-Shirt;;21;;;;;Bandung - Whatsapp;Jeff;Shopee Express;2
odr9991;07/04/2019;21:44:21;Chen Phillips;76070-110;Mug;;14;;11;;;Jakarta - Tokopedia;Abraham;Wahana;5
odr9992;10/04/2019;02:49:24;Barby Kennady;0228-4417;Cargo Pants;;5;;;;;Yogyakarta - Whatsapp;Rizal;Shopee Express;2
odr9993;20/04/2019;02:17:40;Edna Wastall;0268-1056;Topi;;12;;16;;;Bogor - Shopee;Nami;JNE;2
odr9994;07/04/2019;05:08:38;Barbette Brogi;55714-4462;Cargo Pants;;23;;;;;Semarang - Tokopedia;Nami;;4
odr9995;06/04/2019;20:48:13;Nealson Heeps;48951-6056;Sweater;;4;;14;;;Semarang - FB Marketplace;Jeff;POS Indonesia;1
odr9996;22/04/2019;00:32:46;Alonso Atherley;43063-172;Sweater;;6;;;;;Tangerang - FB Marketplace;Elon;Wahana;5
odr9997;23/04/2019;02:19:22;Denny Tunnacliffe;41250-829;T-Shirt;;13;;32;;;Yogyakarta - Tiktok;Mark;JNT;4
odr9998;26/04/2019;18:53:50;Sharai Ewin;46994-458;Oversized T-Shirt;;10;;;;;Bogor - Website;Abraham;Tiki;3
odr9999;19/04/2019;18:25:46;Kattie Rantoul;16571-441;Parka Jackets;;16;;;;;Semarang - Shopee;Nami;;2
odr10000;27/04/2019;06:11:28;June Kidstoun;52389-642;Oversized T-Shirt;;3;;25;;;Jakarta - Lazada;Wanokuni;Shopee Express;2
odr10001;16/04/2019;13:26:03;Kelvin Inglesant;36987-3030;Sweater;;12;;;;;Semarang - Lazada;Abraham;JNE;5
odr10002;07/04/2019;09:01:45;Erminia Gavaghan;0268-6001;Oversized T-Shirt;;8;;;;;Bandung - Lazada;Abraham;SiCepat;5
odr10003;04/04/2019;13:01:22;Tris Clewlow;57915-005;Oversized T-Shirt;;19;;11;;;Jakarta - Whatsapp;Elon;JNT;2
odr10004;08/04/2019;07:23:29;Stanfield Hulks;57237-042;Oversized T-Shirt;;19;;;;;Yogyakarta - Shopee;Nami;Wahana;
odr10005;27/04/2019;04:22:30;Norean Peasgood;0942-6482;Oversized T-Shirt;;18;;16;;;;Abraham;JNT;5
odr10006;16/04/2019;15:18:36;Cathie Brimelow;62257-606;Topi;;3;;;;;;Jeff;JNE;2
odr10007;28/04/2019;03:03:34;Brianne Dyerson;62011-0102;Oversized T-Shirt;;22;;;;;Tangerang - Tiktok;Abraham;SiCepat;5
odr10008;08/04/2019;13:07:59;Hewet Casin;56062-080;Cargo Pants;;8;;26;;;Bogor - Tokopedia;Elon;Shopee Express;4
odr10009;18/04/2019;05:22:27;Beverly Jaffrey;49348-680;T-Shirt;;5;;26;;;Bandung - Instagram;Rizal;JNT;3
odr10010;17/04/2019;18:58:17;Linnet Gullivan;55316-188;Oversized T-Shirt;;18;;;;;Bali - FB Marketplace;Wanokuni;;2
odr10011;29/04/2019;17:22:23;Donaugh Balding;43406-0047;T-Shirt;;5;;;;;Semarang - Website;Jeff;;4
odr10012;19/04/2019;15:46:33;Hannah Fortnam;0603-5916;T-Shirt;;4;;17;;;Semarang - Tiktok;Mark;;2
odr10013;12/04/2019;16:42:09;Amitie Cuffley;42291-755;Sweater;;12;;19;;;Bali - Instagram;Mark;Shopee Express;1
odr10014;19/04/2019;15:52:14;Jori Fearfull;52959-433;Mug;;21;;;;;Depok - FB Marketplace;Jeff;Tiki;1
odr10015;04/04/2019;16:11:06;Rosie Mirrlees;59779-051;Oversized T-Shirt;;6;;8;;;Bandung - Tokopedia;Abraham;POS Indonesia;
odr10016;29/04/2019;09:44:58;Rikki Libby;54868-1791;Parka Jackets;;19;;25;;;Yogyakarta - Website;Jeff;SiCepat;1
odr10017;14/04/2019;11:00:02;Sissy Gurton;63029-500;Oversized T-Shirt;;1;;;;;Jakarta - Whatsapp;Rizal;POS Indonesia;1
odr10018;17/04/2019;19:15:42;Elmore Ibert;46122-162;T-Shirt;;2;;30;;;Tangerang - Tiktok;Elon;Tiki;4
odr10019;22/04/2019;07:52:11;Caralie Gyenes;0904-6125;Sweater;;12;;17;;;Depok - Tokopedia;Elon;JNE;1
odr10020;18/04/2019;18:26:29;Norby McGairl;10544-202;Mug;;15;;11;;;Bali - Tokopedia;Abraham;Tiki;5
odr10021;03/04/2019;00:17:05;Curt Palfreman;0069-0070;;;5;;28;;;Bali - Lazada;Mark;Tiki;3
odr10022;15/04/2019;23:34:04;Daune Ilyukhov;53808-0902;Topi;;14;;31;;;Bogor - Shopee;Mark;Tiki;3
odr10023;23/04/2019;16:52:55;Kaleena Ziehm;58118-7915;T-Shirt;;14;;;;;Bandung - Tokopedia;Wanokuni;Shopee Express;4
odr10024;23/04/2019;03:11:14;Odie Elliott;0074-3239;Sweater;;11;;;;;;Wanokuni;JNE;
odr10025;28/04/2019;15:10:46;Joletta Pletts;46122-170;Oversized T-Shirt;;5;;;;;Bogor - Tiktok;Elon;JNE;5
odr10026;05/04/2019;19:23:41;Emiline Oddey;57627-115;Oversized T-Shirt;;6;;;;;;Nami;SiCepat;2
odr10027;08/04/2019;20:25:48;Claudio Cossey;55038-555;Sweater;;10;;13;;;Jakarta - Website;Nami;Tiki;4
odr10028;09/04/2019;03:59:13;Alonso Atherley;52685-372;Oversized T-Shirt;;22;;26;;;Jakarta - Website;Wanokuni;Tiki;2
odr10029;26/04/2019;11:28:17;Ki Davenell;42806-020;Oversized T-Shirt;;10;;18;;;Depok - Tiktok;Jeff;;5
odr10030;18/04/2019;01:31:00;Gabbey Wallsworth;54427-001;Mug;;7;;;;;Tangerang - FB Marketplace;Jeff;Wahana;5
odr10031;17/04/2019;07:03:35;Aylmar Sannes;42787-104;Oversized T-Shirt;;18;;8;;;Bandung - Instagram;Wanokuni;Wahana;
odr10032;25/04/2019;03:05:02;Leigh Longstaffe;43063-308;Parka Jackets;;9;;12;;;Semarang - FB Marketplace;Abraham;SiCepat;
odr10033;19/04/2019;03:43:51;Maxine Poolton;68084-467;Cargo Pants;;4;;;;;Yogyakarta - Tiktok;Nami;Shopee Express;5
odr10034;13/04/2019;16:12:16;Osmund Lampaert;63739-543;Sweater;;13;;;;;Jakarta - Shopee;Jeff;Tiki;4
odr10035;13/04/2019;20:29:29;Wright Saffle;37000-379;Oversized T-Shirt;;9;;;;;Bali - Instagram;Elon;JNE;4
odr10036;08/04/2019;20:41:00;Skelly Louiset;43857-0148;Oversized T-Shirt;;3;;9;;;Jakarta - Instagram;Elon;POS Indonesia;
odr10037;27/04/2019;15:34:04;Nesta Excell;16714-304;Oversized T-Shirt;;25;;;;;;Rizal;JNE;5
odr10038;21/04/2019;03:03:47;Danya Theuss;50436-6617;T-Shirt;;8;;;;;Bogor - Tiktok;Wanokuni;SiCepat;3
odr10039;06/04/2019;01:04:40;Orelee Noot;0003-0857;Parka Jackets;;24;;;;;Jakarta - FB Marketplace;Elon;JNE;1
odr10040;29/04/2019;07:37:23;Sylas Cabral;57627-108;Sweater;;4;;;;;Bali - Shopee;Jeff;Wahana;
odr10041;16/04/2019;09:49:27;Cyrille Emlyn;12745-140;T-Shirt;;14;;25;;;Bandung - Instagram;Wanokuni;Shopee Express;1
odr10042;02/04/2019;20:30:49;Swen Bradneck;45802-939;Mug;;25;;19;;;Semarang - Tokopedia;Rizal;Tiki;4
odr10043;04/04/2019;20:38:20;Nanni Guinn;35000-868;Topi;;8;;;;;Yogyakarta - Lazada;Jeff;JNT;3
odr10044;23/04/2019;22:29:56;Tobye Colleer;60760-310;T-Shirt;;22;;;;;;Wanokuni;Shopee Express;2
odr10045;03/04/2019;07:54:45;Donavon Didball;61821-051;Oversized T-Shirt;;3;;;;;Yogyakarta - FB Marketplace;Wanokuni;SiCepat;4
odr10046;14/04/2019;08:06:20;Barclay Uccelli;21695-719;Oversized T-Shirt;;5;;;;;Bali - FB Marketplace;Wanokuni;JNT;4
odr10047;07/04/2019;14:20:29;Willow Godsell;65862-584;Parka Jackets;;3;;;;;Semarang - Instagram;Nami;Tiki;4
odr10048;29/04/2019;16:14:06;Linnet Gullivan;60505-0007;T-Shirt;;5;;;;;Depok - Instagram;Rizal;JNE;2
odr10049;22/04/2019;10:10:49;Tova Corkel;67046-650;;;1;;;;;Yogyakarta - FB Marketplace;Mark;Shopee Express;3
odr10050;17/04/2019;03:56:44;Jeramey Crummay;51079-198;Parka Jackets;;16;;;;;Jakarta - Instagram;Jeff;JNT;4
odr10051;06/04/2019;20:07:28;Steve Clack;0363-0031;Cargo Pants;;11;;33;;;Bandung - Whatsapp;Wanokuni;SiCepat;2
odr10052;26/04/2019;04:25:06;Kelvin Inglesant;55910-720;T-Shirt;;15;;22;;;Depok - Tiktok;Abraham;Tiki;4
odr10053;13/04/2019;18:47:59;Norean Peasgood;42926-130;Parka Jackets;;19;;;;;Tangerang - Instagram;Jeff;Shopee Express;1
odr10054;11/04/2019;12:34:09;Danya Ianelli;37000-699;Topi;;12;;;;;;Elon;Shopee Express;4
odr10055;25/04/2019;14:53:58;Chanda Alonso;0268-1446;Sweater;;8;;35;;;Bogor - FB Marketplace;Abraham;SiCepat;2
odr10056;14/04/2019;15:09:19;Jeramey Crummay;42507-359;Oversized T-Shirt;;14;;;;;Semarang - FB Marketplace;Abraham;Tiki;5
odr10057;28/04/2019;06:55:20;Inessa Lighton;43742-0102;T-Shirt;;1;;;;;Depok - FB Marketplace;Mark;Tiki;2
odr10058;18/04/2019;09:10:00;Claudelle Emes;55910-140;Cargo Pants;;13;;20;;;Bali - Lazada;Nami;Wahana;5
odr10059;04/04/2019;00:14:29;Terrill Winch;51672-1322;Cargo Pants;;6;;;;;Bali - FB Marketplace;Abraham;SiCepat;2
odr10060;19/04/2019;15:09:33;Bernardina Gemlbett;57520-0441;Oversized T-Shirt;;12;;;;;Tangerang - FB Marketplace;Nami;;3
odr10061;28/04/2019;16:58:44;Chrystel Francesco;43269-844;Parka Jackets;;13;;;;;Jakarta - Tokopedia;Abraham;JNT;5
odr10062;05/04/2019;04:47:17;Margarethe Cornick;50260-800;Oversized T-Shirt;;7;;5;;;Yogyakarta - Tokopedia;Jeff;POS Indonesia;3
odr10063;07/04/2019;07:20:44;Asher Crumly;47682-214;T-Shirt;;19;;17;;;Tangerang - Tiktok;Jeff;POS Indonesia;1
odr10064;06/04/2019;20:11:04;Larisa Island;49349-812;T-Shirt;;14;;35;;;Semarang - Whatsapp;Abraham;Wahana;5
odr10065;17/04/2019;20:18:32;Berna Shoebridge;54868-4884;Mug;;5;;;;;Bandung - Tokopedia;Mark;SiCepat;1
odr10066;15/04/2019;08:04:39;Russell Berrick;51079-171;Oversized T-Shirt;;20;;16;;;Depok - Shopee;Rizal;JNT;5
odr10067;02/04/2019;22:48:15;Nikoletta Dugue;17429-010;Cargo Pants;;16;;;;;Bogor - Tokopedia;Mark;SiCepat;5
odr10068;29/04/2019;22:10:50;Grata Stothart;0067-4850;Oversized T-Shirt;;12;;;;;;Mark;JNT;3
odr10069;18/04/2019;15:40:53;Amabel McKendo;24236-063;T-Shirt;;2;;27;;;Tangerang - Tiktok;Wanokuni;JNE;1
odr10070;21/04/2019;00:32:00;Regine Mary;52797-010;Oversized T-Shirt;;23;;11;;;Semarang - Lazada;Jeff;POS Indonesia;1
odr10071;02/04/2019;19:27:26;Eleonora Moreside;67457-226;Cargo Pants;;4;;;;;Bandung - Website;Wanokuni;SiCepat;4
odr10072;20/04/2019;00:23:39;Birgitta Jerrard;13537-515;Parka Jackets;;16;;;;;Tangerang - Lazada;Wanokuni;Tiki;1
odr10073;21/04/2019;15:33:24;Hayes Skamell;11045-0303;T-Shirt;;23;;;;;Semarang - Lazada;Wanokuni;JNT;5
odr10074;03/04/2019;02:04:20;Osmund Lampaert;47335-580;Topi;;22;;27;;;Bandung - Shopee;Mark;POS Indonesia;3
odr10075;16/04/2019;08:01:05;Tobe Tarn;49738-497;T-Shirt;;9;;;;;Bogor - Instagram;Elon;JNT;5
odr10076;24/04/2019;01:12:49;Coop Miroy;55319-502;T-Shirt;;9;;;;;Bogor - Shopee;Rizal;Wahana;3
odr10077;14/04/2019;10:18:24;Rudyard Goodier;49643-398;Oversized T-Shirt;;21;;;;;Jakarta - Lazada;Abraham;Wahana;2
odr10078;26/04/2019;20:40:51;Herby Bates;21695-934;Topi;;22;;;;;Depok - FB Marketplace;Elon;SiCepat;3
odr10079;11/04/2019;17:37:03;Ame Gillman;41250-820;Oversized T-Shirt;;5;;14;;;Jakarta - Shopee;Rizal;POS Indonesia;3
odr10080;04/04/2019;05:32:44;Brewster Marousek;0113-0379;T-Shirt;;8;;;;;Bali - Lazada;Nami;POS Indonesia;1
odr10081;01/04/2019;21:51:07;Stesha O'Fallowne;0268-1418;Oversized T-Shirt;;11;;;;;Depok - Tokopedia;Wanokuni;Wahana;3
odr10082;11/04/2019;06:36:44;Caye Farnall;10157-9302;Cargo Pants;;20;;28;;;Bali - Website;Wanokuni;;2
odr10083;03/04/2019;17:16:16;Melva Pohls;61715-103;Oversized T-Shirt;;10;;;;;Yogyakarta - Instagram;Abraham;Shopee Express;3
odr10084;23/04/2019;04:59:14;Annice Gurnay;13668-161;;;13;;14;;;Bali - Shopee;Jeff;POS Indonesia;4
odr10085;01/04/2019;10:37:39;Reena Maccrie;20276-156;T-Shirt;;1;;;;;Depok - Whatsapp;Nami;JNT;1
odr10086;10/04/2019;02:12:14;Engelbert Benmore;60512-6513;Oversized T-Shirt;;5;;;;;Bogor - Tiktok;Wanokuni;Tiki;4
odr10087;15/04/2019;19:20:38;Alane Morat;68233-021;Topi;;2;;;;;Depok - FB Marketplace;Nami;JNT;1
odr10088;14/04/2019;03:38:23;Paton Goney;0143-1348;Sweater;;3;;;;;Yogyakarta - Tokopedia;Jeff;SiCepat;1
odr10089;22/04/2019;10:38:58;Ketty Letterick;55154-4961;Oversized T-Shirt;;6;;22;;;;Rizal;Wahana;5
odr10090;03/04/2019;11:46:28;Farah Murley;52685-430;Mug;;5;;;;;Jakarta - Tiktok;Elon;POS Indonesia;
odr10091;02/04/2019;06:47:54;Elroy Cronshaw;43074-208;Sweater;;8;;;;;Bogor - Shopee;Nami;Wahana;2
odr10092;20/04/2019;22:15:39;Calv Stinchcombe;63146-116;Oversized T-Shirt;;24;;27;;;Semarang - Lazada;Rizal;JNE;4
odr10093;19/04/2019;12:47:22;Chicky Boosey;58318-001;T-Shirt;;1;;;;;Semarang - Tokopedia;Rizal;SiCepat;
odr10094;15/04/2019;12:19:02;Thedrick Ruscoe;63187-107;Sweater;;15;;16;;;Yogyakarta - Whatsapp;Nami;JNE;5
odr10095;24/04/2019;18:21:11;Jerry Antram;61442-323;T-Shirt;;10;;;;;Tangerang - FB Marketplace;Jeff;POS Indonesia;1
odr10096;20/04/2019;05:55:53;Ardra Selland;0904-1152;Parka Jackets;;22;;5;;;Yogyakarta - Website;Rizal;Wahana;
odr10097;23/04/2019;19:33:57;Francoise Inott;11429-1001;Oversized T-Shirt;;22;;33;;;Bandung - Whatsapp;Abraham;JNE;4
odr10098;24/04/2019;05:25:41;Romonda Billion;49288-0912;Sweater;;3;;;;;;Jeff;JNE;2
odr10099;07/04/2019;02:46:01;Eugenio Drieu;0091-3725;T-Shirt;;25;;31;;;Bogor - Tokopedia;Abraham;JNT;5
odr10100;25/04/2019;22:07:40;Bree Nund;55301-319;Sweater;;8;;;;;Yogyakarta - Shopee;Rizal;Shopee Express;1
odr10101;17/04/2019;19:20:43;Chrystel Francesco;61957-0119;Oversized T-Shirt;;8;;19;;;Jakarta - Instagram;Wanokuni;Wahana;5
odr10102;02/04/2019;19:26:53;Garret Misk;0268-1064;T-Shirt;;10;;7;;;Bali - Website;Elon;JNT;
odr10103;15/04/2019;06:31:04;Mordecai Bankhurst;21695-230;Sweater;;17;;;;;Tangerang - Tokopedia;Abraham;SiCepat;5
odr10104;15/04/2019;14:51:33;Hewet Casin;57337-016;Topi;;10;;15;;;Depok - FB Marketplace;Jeff;JNE;5
odr10105;19/04/2019;05:47:20;Melina MacCaughey;41163-526;T-Shirt;;15;;23;;;Yogyakarta - Tokopedia;Abraham;Wahana;5
odr10106;29/04/2019;00:32:32;Trefor Pumphrey;0085-1304;Topi;;12;;30;;;Tangerang - Website;Nami;Wahana;3
odr10107;24/04/2019;19:16:26;Roby Learoyd;62011-0185;Oversized T-Shirt;;1;;;;;;Nami;POS Indonesia;1
odr10108;10/04/2019;15:22:02;Barby Kennady;65923-077;Cargo Pants;;21;;30;;;;Abraham;Wahana;2
odr10109;14/04/2019;19:03:47;Cacilia Stainton;0363-0031;T-Shirt;;1;;;;;Bali - FB Marketplace;Jeff;JNE;3
odr10110;26/04/2019;16:38:12;Simonette Spire;54868-4568;Oversized T-Shirt;;8;;;;;Depok - Shopee;Rizal;;4
odr10111;23/04/2019;19:20:04;Adolphe Dyne;0469-3525;T-Shirt;;13;;17;;;Tangerang - Website;Rizal;POS Indonesia;2
odr10112;29/04/2019;18:44:47;Bambie Aizikov;52125-256;Cargo Pants;;4;;24;;;Bali - Whatsapp;Nami;JNE;4
odr10113;15/04/2019;20:10:40;Farah Murley;52904-486;Mug;;23;;;;;Bogor - Shopee;Wanokuni;Wahana;2
odr10114;14/04/2019;13:08:37;Etan Rand;68151-4145;Sweater;;3;;5;;;Bandung - Shopee;Rizal;SiCepat;
odr10115;29/04/2019;04:00:25;Rolph Castellone;22201-2001;T-Shirt;;1;;;;;Bogor - Whatsapp;Rizal;Wahana;4
odr10116;24/04/2019;19:09:07;Bambie Aizikov;51672-4017;Sweater;;1;;;;;Yogyakarta - Whatsapp;Jeff;Shopee Express;1
odr10117;07/04/2019;03:57:14;Joseito Braycotton;67457-495;Parka Jackets;;14;;14;;;Semarang - Tiktok;Rizal;JNE;2
odr10118;24/04/2019;01:48:43;Kania Mathelin;54569-4672;Oversized T-Shirt;;19;;31;;;Semarang - Whatsapp;Nami;SiCepat;5
odr10119;02/04/2019;00:24:06;Marylynne Oguz;51143-002;Cargo Pants;;7;;;;;Semarang - Tokopedia;Elon;JNT;5
odr10120;14/04/2019;01:23:43;Dick Clutheram;11822-8270;T-Shirt;;1;;24;;;Tangerang - Whatsapp;Rizal;Wahana;2
odr10121;09/04/2019;09:00:39;Bear Brayfield;61734-415;Cargo Pants;;6;;9;;;Bandung - Shopee;Rizal;;3
odr10122;19/04/2019;12:00:36;Robinett Normanell;57520-0482;Oversized T-Shirt;;12;;;;;Semarang - Whatsapp;Jeff;JNE;2
odr10123;11/04/2019;21:08:08;Nannette Drew;60429-363;T-Shirt;;3;;33;;;Yogyakarta - Shopee;Abraham;POS Indonesia;3
odr10124;23/04/2019;15:28:34;Biddy Reinhardt;43857-0085;Oversized T-Shirt;;21;;;;;Jakarta - Whatsapp;Elon;JNT;4
odr10125;20/04/2019;01:28:19;Ilario Rottery;39892-0601;Oversized T-Shirt;;7;;21;;;Jakarta - Instagram;Rizal;JNT;3
odr10126;26/04/2019;09:37:55;Madella Corbally;0023-0240;Topi;;7;;26;;;Bali - Tiktok;Nami;JNT;4
odr10127;08/04/2019;00:34:01;Minnnie Headey;0087-6672;Parka Jackets;;13;;5;;;Semarang - Website;Rizal;Wahana;2
odr10128;21/04/2019;22:57:29;Cordelie O' Timony;55154-5152;Oversized T-Shirt;;12;;;;;Tangerang - FB Marketplace;Rizal;;5
odr10129;26/04/2019;00:44:45;Brendin Barkess;43063-489;Oversized T-Shirt;;8;;;;;Depok - Tokopedia;Nami;Shopee Express;2
odr10130;06/04/2019;15:11:45;Chanda Alonso;58118-0613;Sweater;;19;;29;;;Depok - Whatsapp;Rizal;POS Indonesia;3
odr10131;12/04/2019;21:22:15;Minnnie Headey;64616-085;Sweater;;2;;28;;;Depok - Website;Nami;Tiki;3
odr10132;26/04/2019;17:52:13;Lisa Bakewell;36987-2370;Sweater;;13;;20;;;Jakarta - Tokopedia;Mark;Tiki;3
odr10133;10/04/2019;23:45:31;Crysta Ward;59779-136;Sweater;;12;;;;;Yogyakarta - Instagram;Mark;JNE;5
odr10134;29/04/2019;06:00:20;Nollie Isenor;57469-059;Sweater;;14;;17;;;Tangerang - Whatsapp;Nami;Wahana;3
odr10135;20/04/2019;15:48:31;Uriel Cisec;68016-527;Oversized T-Shirt;;12;;16;;;Bogor - FB Marketplace;Abraham;Tiki;3
odr10136;18/04/2019;15:34:20;Halie Tudor;51346-187;Topi;;18;;;;;Bogor - Whatsapp;Nami;Shopee Express;2
odr10137;01/04/2019;05:20:26;Jeralee Renzullo;17089-348;Oversized T-Shirt;;17;;;;;Bandung - Website;Rizal;POS Indonesia;4
odr10138;13/04/2019;10:26:25;Nanci Greir;43063-530;Mug;;18;;;;;;Nami;Shopee Express;1
odr10139;04/04/2019;14:27:31;Didi Laurenz;66915-610;Topi;;12;;34;;;;Jeff;;3
odr10140;03/04/2019;13:39:37;Olivia Northam;10927-105;Oversized T-Shirt;;12;;;;;Bogor - Shopee;Rizal;Tiki;1
odr10141;26/04/2019;17:10:19;Penn Linguard;43965-0001;Oversized T-Shirt;;3;;;;;Tangerang - Lazada;Abraham;POS Indonesia;2
odr10142;22/04/2019;00:00:56;Elliot felip;47219-102;T-Shirt;;15;;31;;;Semarang - Tiktok;Wanokuni;Tiki;4
odr10143;06/04/2019;02:07:31;Othelia Yerbury;68405-580;Topi;;21;;6;;;Semarang - Instagram;Wanokuni;Shopee Express;4
odr10144;05/04/2019;14:11:27;Moira Duckit;0075-0623;T-Shirt;;16;;10;;;Bandung - Whatsapp;Jeff;Shopee Express;5
odr10145;09/04/2019;15:49:00;Rolph Castellone;43861-1013;Sweater;;10;;;;;Bogor - Lazada;Jeff;Tiki;4
odr10146;11/04/2019;14:43:00;Adriane Skittrell;0641-0491;Oversized T-Shirt;;17;;;;;Bandung - Instagram;Elon;JNT;5
odr10147;13/04/2019;17:45:26;Bianka Stallard;60681-2502;Mug;;14;;;;;Yogyakarta - Shopee;Mark;POS Indonesia;1
odr10148;17/04/2019;20:09:04;Sylas Cabral;21695-769;Oversized T-Shirt;;8;;30;;;Yogyakarta - Tokopedia;Nami;Tiki;5
odr10149;24/04/2019;14:52:04;Brady Abthorpe;49580-4506;Cargo Pants;;1;;35;;;Depok - Tokopedia;Rizal;JNT;5
odr10150;07/04/2019;18:08:07;Rani Banks;64024-190;Sweater;;23;;34;;;Bandung - FB Marketplace;Nami;Wahana;5
odr10151;16/04/2019;04:22:05;Gus Noah;10742-1120;Sweater;;12;;;;;Semarang - Instagram;Elon;Wahana;3
odr10152;18/04/2019;14:08:26;Shanie Persian;43419-704;Sweater;;10;;22;;;Jakarta - Website;Abraham;Shopee Express;5
odr10153;29/04/2019;08:13:49;Wallie Moreland;63181-0013;Oversized T-Shirt;;7;;;;;Tangerang - Website;Elon;JNE;3
odr10154;22/04/2019;20:45:36;Quillan Gooderridge;42254-164;Cargo Pants;;17;;;;;Depok - Tiktok;Abraham;;3
odr10155;17/04/2019;11:51:09;Elinore Butting;58232-0804;Sweater;;23;;21;;;Bali - Instagram;Elon;POS Indonesia;5
odr10156;25/04/2019;19:51:11;Rebekkah Gluyus;51079-409;Parka Jackets;;10;;;;;Jakarta - FB Marketplace;Mark;SiCepat;5
odr10157;18/04/2019;01:24:16;Paton Goney;62756-538;Mug;;13;;;;;Bogor - Tokopedia;Wanokuni;Shopee Express;5
odr10158;10/04/2019;20:38:55;Dilly Cleiment;0074-3239;Oversized T-Shirt;;14;;;;;Tangerang - Shopee;Nami;Tiki;5
odr10159;21/04/2019;21:51:52;Jarrid Barry;55390-012;Oversized T-Shirt;;7;;16;;;Semarang - Tiktok;Abraham;Tiki;4
odr10160;21/04/2019;14:01:47;Kelila Decourt;43128-208;Sweater;;1;;;;;Tangerang - Website;Mark;Wahana;
odr10161;26/04/2019;00:26:31;Milzie Baseggio;46122-017;Oversized T-Shirt;;24;;;;;Depok - Tiktok;Rizal;Tiki;4
odr10162;25/04/2019;15:39:15;Edi Heditch;0185-0065;Parka Jackets;;14;;28;;;Semarang - Shopee;Abraham;JNE;4
odr10163;28/04/2019;00:39:01;Aileen Jeannon;30142-245;Oversized T-Shirt;;24;;12;;;Tangerang - Whatsapp;Elon;JNE;4
odr10164;23/04/2019;07:02:02;Emma Lismore;63629-2912;Cargo Pants;;14;;;;;;Rizal;JNT;3
odr10165;03/04/2019;09:50:24;Hugues Marcombe;55154-9659;;;12;;;;;Jakarta - Website;Wanokuni;Tiki;3
odr10166;06/04/2019;06:57:59;Ellynn Weagener;48951-7115;Sweater;;13;;;;;Jakarta - Instagram;Nami;POS Indonesia;3
odr10167;22/04/2019;05:23:58;Dusty Warn;65862-583;Cargo Pants;;7;;;;;Bandung - Website;Abraham;Wahana;3
odr10168;18/04/2019;17:03:39;Moyna Pinks;61958-1004;Topi;;18;;31;;;Jakarta - Shopee;Jeff;Shopee Express;1
odr10169;13/04/2019;10:40:06;Maren Keough;68788-9780;Oversized T-Shirt;;14;;16;;;Semarang - Lazada;Elon;POS Indonesia;5
odr10170;26/04/2019;09:40:06;Simonette Spire;52125-105;Sweater;;6;;;;;Bali - FB Marketplace;Wanokuni;Tiki;4
odr10171;29/04/2019;09:24:19;Ernie Armytage;59779-833;Mug;;20;;;;;Depok - Shopee;Jeff;Tiki;5
odr10172;11/04/2019;01:26:25;Cathrin Beaston;68151-1494;Sweater;;3;;31;;;Bogor - Website;Nami;JNT;5
odr10173;07/04/2019;06:32:01;Stacy Catford;59779-041;Oversized T-Shirt;;25;;30;;;Bogor - Tokopedia;Mark;Tiki;5
odr10174;01/04/2019;16:33:09;Concordia Heddy;0904-7704;T-Shirt;;8;;33;;;Semarang - Whatsapp;Rizal;SiCepat;1
odr10175;27/04/2019;14:47:06;Libbi Rainforth;0268-0825;Mug;;21;;;;;Bandung - Tiktok;Wanokuni;Tiki;4
odr10176;12/04/2019;12:36:50;Harli Lownie;10096-0287;Sweater;;17;;;;;Semarang - FB Marketplace;Wanokuni;SiCepat;1
odr10177;25/04/2019;02:44:27;Editha Woodland;58118-0506;Oversized T-Shirt;;18;;;;;Tangerang - Tokopedia;Mark;SiCepat;4
odr10178;01/04/2019;15:09:48;Kelvin Inglesant;49288-0853;T-Shirt;;9;;;;;Tangerang - Instagram;Nami;JNE;4
odr10179;12/04/2019;22:00:27;Rockey Fiennes;14783-274;Oversized T-Shirt;;20;;;;;Tangerang - Instagram;Jeff;Tiki;5
odr10180;05/04/2019;07:12:11;Lea Uzelli;30142-886;T-Shirt;;12;;;;;Bogor - Shopee;Rizal;JNE;3
odr10181;29/04/2019;02:27:28;Timmy Lapidus;0409-1894;Topi;;3;;;;;Depok - Tokopedia;Elon;POS Indonesia;3
odr10182;23/04/2019;08:36:20;Brennen Huckerbe;60505-2875;Oversized T-Shirt;;16;;;;;Depok - FB Marketplace;Abraham;POS Indonesia;1
odr10183;05/04/2019;00:31:58;Herby Bates;59746-125;Oversized T-Shirt;;6;;;;;Jakarta - Shopee;Elon;Shopee Express;2
odr10184;10/04/2019;04:09:17;Denny Tunnacliffe;43386-090;Sweater;;18;;;;;;Jeff;JNT;1
odr10185;09/04/2019;07:30:25;Martino Crease;52125-167;Parka Jackets;;21;;;;;Depok - Instagram;Jeff;JNE;3
odr10186;12/04/2019;05:43:40;Paton Goney;55714-4441;Mug;;18;;24;;;Bogor - Tiktok;Nami;POS Indonesia;2
